Advertisement,Advertisement No,Advertisement Date,Location,Price,Gross Area,Net Area,Age,Room,Floor,Heating,Furnished,House URL
REMAX ABC DEN YAKACIK LILIUM GARDEN PROJESİNDE 3+1 SATILIK DAİRE,Portföy No: P80405472,02-13-2025,İstanbul Anadolu / Kartal/ Yakacık Yeni Mah.,7.300.000 ₺,117,90,1,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80405472
ŞAHİNLİ SOKAKTA 157M2 NET ALAN AYRI DAİRE KULLANIMLI 5+2 DUBLEKS,Portföy No: P06836730,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,6.499.000 ₺,180,160,10-15,5+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P06836730
ATAŞEHİR UPHILL COURT A ADA DEKORASYONLU 4+1 SATILIK DAİRE,Portföy No: P71586347,02-13-2025,İstanbul Anadolu / Ataşehir/ Barbaros Mah.,22.500.000 ₺,187,147,10-15,4+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71586347
ERENKÖY KAPTAN ARİF SOKAK'DA 95 M2 NET 3+1 SATILIK DAİRE,Portföy No: P65061035,02-13-2025,İstanbul Anadolu / Kadıköy/ Erenköy Mah.,12.200.000 ₺,125,95,7,3+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65061035
KOZYATAĞI MAH. MARMARA CADDESİNDE SATILIK ARA KAT DAİRE,Portföy No: P46686777,02-13-2025,İstanbul Anadolu / Kadıköy/ Kozyatağı Mah.,11.250.000 ₺,120,90,7,3+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P46686777
BAĞDAT CADDESİNDE SATILIK DENİZ MANZARALI 187 M2 3+1 DAİRE,Portföy No: P10326772,02-13-2025,İstanbul Anadolu / Kadıköy/ Feneryolu Mah.,37.500.000 ₺,187,147,7,3+1,10,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P10326772
Bağdat Caddesinde 350 m2 Deniz Manzaralı Sıfır Dubleks Daire,Portföy No: P24571733,02-13-2025,İstanbul Anadolu / Kadıköy/ Feneryolu Mah.,55.500.000 ₺,350,279,6,5+2,En Üst Kat,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P24571733
Kavacık Merkezde 3+1 Satılık Dubleks Daire,Portföy No: P50003072,02-13-2025,İstanbul Anadolu / Beykoz/ Kavacık Mah.,7.250.000 ₺,150,135,21-25,3+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50003072
"KOCAYOL CADDESİ'NDE YATIRIMLIK ""SIFIR"" 3+1 SATILIK DAİRE",Portföy No: P51368211,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,13.500.000 ₺,120,96,1,3+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P51368211
"SUADİYE DE BAĞDAT CADDESİNE 3. BİNADA , ÇOK FERAH 3+1",Portföy No: P43128875,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,21.000.000 ₺,120,100,6,3+1,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43128875
ÜSKÜDAR SULTANTEPE'DE  3+1 YATIRIMLIK DAİRE,Portföy No: P80705826,02-13-2025,İstanbul Anadolu / Üsküdar/ Sultantepe Mah.,4.800.000 ₺,115,90,30+,3.5+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80705826
GENÇ BİNADA ÖNÜ AÇIK MANZARALI KULLANIŞLI 3+2 DUBLEKS DAİRE,Portföy No: P07743131,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,4.950.000 ₺,145,120,10-15,3+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07743131
Grena Suadiye Sitesi Satılık 5+1 Çatı Dubleksi Daire,Portföy No: P43863562,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,25.500.000 ₺,245,188,5,5+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P43863562
BOŞ - YATIRIMA UYGUN - 2+1 -GENİŞ ÖNÜ AÇIK - DAPHNE GARDEN,Portföy No: P73531002,02-13-2025,İstanbul Anadolu / Çekmeköy/ Aydınlar Mah.,6.050.000 ₺,124,92,8,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P73531002
SIFIR BİNADA MİMARİ TASARIMLI AYRI MUTFAKLI TERS DUBLKES FIRSATI,Portföy No: P27236076,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,4.550.000 ₺,80,60,1,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27236076
ÇEKMEKÖY MERKEZ MAHALLESİNDE SATILIK 2+1 DAİRE,Portföy No: P08236752,02-13-2025,İstanbul Anadolu / Çekmeköy/ Merkez Mah.,3.700.000 ₺,90,77,9,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08236752
Safir Evleri Sitesi Ataşehir de satılık daire,Portföy No: P16841424,02-13-2025,İstanbul Anadolu / Ataşehir/ Yenişehir Mah.,9.500.000 ₺,160,100,21-25,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16841424
"ZÜMRÜTEVLERDE, BAHÇELİ  KATTA TEK  115 NET 3+2,    2 BANYOLU , KREDİYE UYGUN DAİRE",Portföy No: P25436055,02-13-2025,İstanbul Anadolu / Maltepe/ Zümrütevler Mah.,6.500.000 ₺,135,115,10-15,3+2,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P25436055
BAĞDAT CADDESİ SAHİLDE KORUPARK SOKAKTA SUADİYE'DE SATILIK 4+2 DUBLEX DENİZ MANZARALI,Portföy No: P26241860,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,55.000.000 ₺,480,350,10-15,4+2,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P26241860
ÇEKMEKÖY /ÇATALMEŞE MAH. DE SATILIK DUBLEX DAİRE. ANA CADDE ÜSTÜ,Portföy No: P26364743,02-13-2025,İstanbul Anadolu / Çekmeköy/ Çatalmeşe Mah.,5.000.000 ₺,200,180,2,4+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P26364743
PENDİK ŞEYHLİ SİTE İÇİNDE SATILIK DAİRE,Portföy No: P47360334,02-13-2025,İstanbul Anadolu / Pendik/ Şeyhli Mah.,4.250.000 ₺,160,140,16-20,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47360334
Burhaniye'de Satılık Daire Firma Bünyesinde Vade Seçenekleri,Portföy No: P42240538,02-13-2025,İstanbul Anadolu / Üsküdar/ Burhaniye Mah.,18.755.000 ₺,250,197,2,5+2,Çatı Katı,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P42240538
REMAX CEMAL UMAR MALTEPE CEVİZLİ SATILIK 4+1 DUBLEKS DAİRE,Portföy No: P87660065,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,9.700.000 ₺,155,130,10-15,4+1,4,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P87660065
*Remax Öncü Ahmet Çimen*Site Mahallesi Satılık 1+1,Portföy No: P30785000,02-13-2025,İstanbul Anadolu / Ümraniye/ Site Mah.,2.600.000 ₺,70,60,16-20,1+1,1. Bodrum,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P30785000
SİNPAŞ AQUA CİTY 2.ETAP BLOKLARI HAVUZ ÖNÜ ÖZEL ÇATI DUBLEKSİ 4+2,Portföy No: P31718674,02-13-2025,İstanbul Anadolu / Ümraniye/ Parseller Mah.,16.000.000 ₺,320,270,16-20,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P31718674
BOSTANCI'DA PANORAMİK DENİZ MANZARALI 5+1 SATILIK DUBLEKS LOFT DAİRE,Portföy No: P24100232,02-13-2025,İstanbul Anadolu / Kadıköy/ Bostancı Mah.,27.500.000 ₺,210,165,1,5+1,14,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P24100232
ERDAL TURAN'DAN 4+1 TERASLI FERAH GENİŞ DAİRE,Portföy No: P22427014,02-13-2025,İstanbul Anadolu / Ümraniye/ Çakmak Mah.,6.500.000 ₺,150,130,16-20,4+1,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22427014
SOYAK BAMBU EVLERİ KOMPLE TADİLATLI SATILIK 3+1 DAİRE,Portföy No: P16785077,02-13-2025,İstanbul Anadolu / Ümraniye/ Site Mah.,8.750.000 ₺,126,110,16-20,3+1,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16785077
YAKACIK TWİNSTAR SATILIK BÜYÜK 3+1 DAİRE,Portföy No: P00162447,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,7.800.000 ₺,170,140,10-15,3.5+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P00162447
PENDİK' TE SİTE İÇİNDE YENİ 3+1 DAİRE,Portföy No: P75130820,02-13-2025,İstanbul Anadolu / Pendik/ Çınardere Mah.,6.750.000 ₺,130,103,1,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P75130820
MADENLER METRO DURAĞI KARŞISI KİRALIK MAĞAZA /OFİS /DÜKKAN /İŞYERİ,Portföy No: P07151068,02-13-2025,İstanbul Anadolu / Çekmeköy/ Mehmet Akif Mah.,65.000 ₺,N/A,N/A,7,N/A,N/A,Yok,N/A,https://www.remax.com.tr/portfoy/P07151068
BOĞA HEYKELİNE 150M SIFIR BİNADA 4+2 DUBLEKS ÇİFT GİRİŞLİ,Portföy No: P08337682,02-13-2025,İstanbul Anadolu / Kadıköy/ Osmanağa Mah.,19.600.000 ₺,197,157,1,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08337682
Maltepe Cevizli Fatih Cadde 115 m2 Satılık 3+1 Fırsat Daire !!!,Portföy No: P14605740,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,4.950.000 ₺,115,100,16-20,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14605740
ÇEKMEKÖY MİMAR SİNAN'DA OTOPARKLI SIFIR  5+2 DUBLEKS SATILIK DAİRE,Portföy No: P34634146,02-13-2025,İstanbul Anadolu / Çekmeköy/ Mimar Sinan Mah.,12.500.000 ₺,280,250,1,5+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P34634146
"SUADİYE BAĞDAT CAD. ÜZERİNDE, PRESTİJLİ BİNADA 280 M2, 4+1 DAİRE",Portföy No: P15526613,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,40.250.000 ₺,280,220,30+,4+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P15526613
"KOSUYOLUNUN İNCİSİ VALİDEBAĞ SİTESINDE   SATILIK 2.KAT 3,5+1 DAİRE",Portföy No: P56304860,02-13-2025,İstanbul Anadolu / Üsküdar/ Altunizade Mah.,26.000.000 ₺,155,140,1,3.5+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56304860
RE/MAX TAN PENDİK BAHÇELİEVLER MAHALLESİNDE 2+1 SIFIR DAİRE,Portföy No: P22152260,02-13-2025,İstanbul Anadolu / Pendik/ Bahçelievler Mah.,5.600.000 ₺,90,75,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22152260
"Moda Caddesine 100 M. Mesafede, Bakımlı-Balkonlu-Geniş M2'li Satılık Daire...",Portföy No: P40743843,02-13-2025,İstanbul Anadolu / Kadıköy/ Caferağa Mah.,14.000.000 ₺,195,150,30+,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40743843
Antrium Bahçe Katı 4+1,Portföy No: P41375466,02-13-2025,İstanbul Anadolu / Ümraniye/ Saray Mah.,20.000.000 ₺,190,168,16-20,4+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P41375466
REMAX Capella BARIŞ BİNAY’DAN BÜYÜKADA  Satılık  3+1 DAİRE,Portföy No: P44186765,02-13-2025,İstanbul Anadolu / Adalar/ Maden Mah.,11.000.000 ₺,695,110,30+,3+1,Giriş Katı,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P44186765
YENİDOĞAN SAFA MAHALLESİNDE 2+1 SATILIK GENİŞ DAİRE,Portföy No: P63341382,02-13-2025,İstanbul Anadolu / Sancaktepe/ Safa Mah.,2.870.000 ₺,95,80,4,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63341382
ÜSKÜDAR SULTANTEPE BOĞAZ MANZARALI DAİRE,Portföy No: P24743271,02-13-2025,İstanbul Anadolu / Üsküdar/ Sultantepe Mah.,16.800.000 ₺,160,140,30+,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P24743271
FENERBAHÇE EGEMEN SOK. 6 YILLIK BİNADA 2+1 EBEVEYNLİ SATILIK DAİRE,Portföy No: P64018657,02-13-2025,İstanbul Anadolu / Kadıköy/ Fenerbahçe Mah.,14.000.000 ₺,110,91,7,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P64018657
SUADİYE BAĞDAT SAHİL ARASI KATTA TEK SATILIK LÜX DAİRE,Portföy No: 442178701305665,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,45.000.000 ₺,224,185,10-15,4+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/442178701305665
Remax Anı 'Dan Cadde Üzeri 'Nde Satılık 3+1 Çatı Dubleksi,Portföy No: P02076873,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,18.750.000 ₺,190,155,8,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P02076873
Maltepe küçükyalı’da merkezi konumda satılık 3+2 dubleks daire,Portföy No: P10308131,02-13-2025,İstanbul Anadolu / Maltepe/ Küçükyalı Mah.,12.000.000 ₺,130,115,8,3+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10308131
ÜSKÜDAR SELAMİALİ MAH. FISTIKAĞACI METROYA YAKIN SATILIK DUBLEKS,Portföy No: P35042023,02-13-2025,İstanbul Anadolu / Üsküdar/ Selami Ali Mah.,7.800.000 ₺,150,130,9,3+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P35042023
ATAŞEHİR İÇERENKÖY'DE KATTA TEK GENİŞ VE FERAH 3+1 SATILIK DAİRE,Portföy No: P71418500,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,4.250.000 ₺,130,101,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71418500
SANCAKTEPE MERKEZDE 3+1 GENİŞ KULLANIŞLI DAİRENİZ SİZİ BEKLİYOR,Portföy No: P85423810,02-13-2025,İstanbul Anadolu / Sancaktepe/ Sarıgazi Mah.,3.350.000 ₺,110,98,21-25,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P85423810
ELİTE LİFE SİTESİ 3+1 138 M2 GÜNCEL SATILIK DAİRE,Portföy No: P10823054,02-13-2025,İstanbul Anadolu / Ümraniye/ Tatlısu Mah.,10.500.000 ₺,138,110,10-15,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10823054
ATAŞEHİR AĞAOĞLU MY TOWERLAND''DA SATILIK 3+1 C TİPİ DAİRE,Portföy No: P14184864,02-13-2025,İstanbul Anadolu / Ataşehir/ Atatürk Mah.,11.500.000 ₺,117,90,10-15,3+1,21,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14184864
KARTAL DÜNYA ŞEHİR 2+1 AÇIK MUTFAK SATILIK SİTE İÇİNDE,Portföy No: P10354035,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,4.250.000 ₺,80,65,1,2+1,12,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P10354035
ANTRİUM RESIDENCE FERAH SATILIK DAİRE - HESNA YILMAZ,Portföy No: P51716528,02-13-2025,İstanbul Anadolu / Ümraniye/ Saray Mah.,14.500.000 ₺,200,140,16-20,3+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P51716528
ADNAN KAHVECİ CAD ÜZERİNDE SATILIK 2+1 SIFIR DAİRE,Portföy No: P57875576,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,4.800.000 ₺,85,70,1,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P57875576
TUZLA GRAND LİFE SİTESİ SATILIK 3+1 172 M2 EBEVEYN BANYOLU DAİRE,Portföy No: P82447133,02-13-2025,İstanbul Anadolu / Tuzla/ Aydınlı Mah.,6.750.000 ₺,172,114,1,3+1,5,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P82447133
ÜSKÜDAR VALİDE-İ ATİK MAHALESİN'DE FIRSAT SATILIK 3+1 DAİRE,Portföy No: P87356447,02-13-2025,İstanbul Anadolu / Üsküdar/ Valide İ Atik Mah.,3.700.000 ₺,90,70,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87356447
Kartal Esentepe Satılık Kiracısız 3+1,Portföy No: P37541322,02-13-2025,İstanbul Anadolu / Kartal/ Esentepe Mah.,3.400.000 ₺,115,95,26-30,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P37541322
VALİDE-İ ATİK MAHALESİN'DE  YENİ BİNADA  FIRSAT SATILIK 3+1 DAİRE,Portföy No: P17861235,02-13-2025,İstanbul Anadolu / Üsküdar/ Valide İ Atik Mah.,4.200.000 ₺,85,73,5,3+1,1. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P17861235
SANCAKTEPE MECLİS MAH. 15M2 HİSSELİ 1+1 SATILIK DAİRE,Portföy No: P54642487,02-13-2025,İstanbul Anadolu / Sancaktepe/ Meclis Mah.,1.400.000 ₺,60,50,26-30,1+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P54642487
SANCAKTEPE MECLİS MAH. 25M2 HİSSELİ 2+1 SATILIK DAİRE,Portföy No: P30675852,02-13-2025,İstanbul Anadolu / Sancaktepe/ Meclis Mah.,1.750.000 ₺,70,60,26-30,2+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30675852
ALTINTEPEDE MARMARAYA YAKIN MERKEZİ KONUMDA 2+1 YENİ YAPIM DAİRE,Portföy No: P74813170,02-13-2025,İstanbul Anadolu / Maltepe/ Altıntepe Mah.,5.499.999 ₺,72,52,1,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74813170
AKROVA EVLERİNDE SATILIK 2+1 DAİRE,Portföy No: P67727873,02-13-2025,İstanbul Anadolu / Üsküdar/ Ünalan Mah.,6.200.000 ₺,75,65,3,2+1,7,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P67727873
KISA SÜRELİĞİNE FİYAT GEÇERLİDİR - DRAGOS LOVE SİTESİ 2+1 SATILIK DAİRE 80M2 NET-KREDİYE UYGUN,Portföy No: P16083776,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,7.177.000 ₺,120,80,8,2+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P16083776
"SATILIK KONUT TEST İLANI,GERÇEK BİR İLAN DEĞİL,LÜTFEN ARAMAYINIZ!",Portföy No: P30347556,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,10 ₺,160,145,1,4+1,6,Güneş Enerjisi,Hayır,https://www.remax.com.tr/portfoy/P30347556
Mina Towers Residence sifir FIRSAT 2+1 harika modern daireler,Portföy No: P64385887,02-13-2025,İstanbul Anadolu / Kadıköy/ Fikirtepe Mah.,9.777.777 ₺,135,90,1,3+1,9,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P64385887
ÜMRANİYE ESENEVLER 4+1 DUBLEKS SATILIK DAİRE,Portföy No: P42465184,02-13-2025,İstanbul Anadolu / Ümraniye/ Esenevler Mah.,4.750.000 ₺,130,111,16-20,4+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P42465184
"ÜMRANIYE,TANTAVİ MH. SATILIK 2+1 BOŞ",Portföy No: P78033434,02-13-2025,İstanbul Anadolu / Ümraniye/ Tantavi Mah.,9.300.000 ₺,100,80,2,2+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P78033434
PENDİK BATI MAH (3+1) GENİŞ MASRAFSIZ SATILIK DAİRE,Portföy No: P06760865,02-13-2025,İstanbul Anadolu / Pendik/ Batı Mah.,3.150.000 ₺,142,109,30+,3+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P06760865
ÜMRANİYE TANTAVİ MAH.DE SATILIK 3+1,Portföy No: P87340047,02-13-2025,İstanbul Anadolu / Ümraniye/ Tantavi Mah.,10.400.000 ₺,120,100,2,3+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87340047
MEHMET AKİF MAHALLESİ 2+1 KİRALIK DAİRE,Portföy No: P16451203,02-13-2025,İstanbul Anadolu / Çekmeköy/ Mehmet Akif Mah.,25.000 ₺,90,76,8,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16451203
TUZLA İSTASYON SATILIK 3+1 DAIRE,Portföy No: P04437352,02-13-2025,İstanbul Anadolu / Tuzla/ İstasyon Mah.,6.750.000 ₺,125,115,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04437352
Ataşehir İçerenköyde Site İçi Satılık Daire,Portföy No: P36530278,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,9.200.000 ₺,130,120,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P36530278
ATAŞEHİR UPHILL COURT C ADA 3+1 SATILIK,Portföy No: 4114i5611248120,02-13-2025,İstanbul Anadolu / Ataşehir/ Barbaros Mah.,16.450.000 ₺,154,112,16-20,3+1,15,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/4114i5611248120
FINDIKLI MH'DE M² ARAYANLARA ARAKATTA 4+1 150M² SATILIK DAİRE,Portföy No: P03785818,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,6.750.000 ₺,150,135,10-15,4+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P03785818
MALTEPE’DE SATILIK 2+1 DAİRE,Portföy No: P84327246,02-13-2025,İstanbul Anadolu / Maltepe/ Altıntepe Mah.,5.750.000 ₺,95,75,6,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84327246
REMAX IDEA'DAN S.CEDİD 2+1 117 NET DUBLEX LOFT DAİRE,Portföy No: P55532823,02-13-2025,İstanbul Anadolu / Kadıköy/ Sahrayıcedit Mah.,13.100.000 ₺,140,117,4,2+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P55532823
CEVİZLİ DE SIFIR BİNADA SATILIK 2+1 LÜKS DAİRE,Portföy No: P84183675,02-13-2025,İstanbul Anadolu / Kartal/ Cevizli Mah.,4.700.000 ₺,85,65,0,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84183675
ÇEKMEKÖY KİRAZLIDERE MAH SATILIK DUBLEX DAİRE,Portföy No: P05618710,02-13-2025,İstanbul Anadolu / Çekmeköy/ Kirazlıdere Mah.,6.750.000 ₺,180,145,10-15,4+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05618710
AHENK ALTUNİZADE - GÜVENLİKLİ SİTEDE ARA KAT 3+1 SIFIR DAİRE,Portföy No: P04125783,02-13-2025,İstanbul Anadolu / Üsküdar/ Barbaros Mah.,16.500.000 ₺,132,106,1,3+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P04125783
ATAŞEHİR İÇERENKÖY METROYA YAKIN  SATILIK 3+1 DAİRE,Portföy No: P12106185,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,5.550.000 ₺,110,90,30+,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P12106185
SUADİYE SAHİL'DE YENİ BİNADA GENİŞ M2'Lİ  2+1  SATILIK DAİRE,Portföy No: P05101844,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,15.390.000 ₺,100,85,7,2+1,Giriş Katı,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P05101844
BLUE PLANETTE PEYZAJ GÖL MANZARALI YÜKSEK KAT DAİRE,Portföy No: P43375037,02-13-2025,İstanbul Anadolu / Pendik/ Yenişehir Mah.,4.200.000 ₺,58,50,9,1+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P43375037
KARTAL MERKEZ İskanlı BOŞ Balkonlu 3 Banyolu Satılık 3+2,Portföy No: P18663553,02-13-2025,İstanbul Anadolu / Kartal/ Yukarı Mah.,6.900.000 ₺,140,130,10-15,3+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P18663553
KISIKLI'DA YENİ BİNADA 2+1 BALKONLU KAPALI OTOPARKLI SATILIK DAİRE,Portföy No: P40027346,02-13-2025,İstanbul Anadolu / Üsküdar/ Kısıklı Mah.,7.250.000 ₺,100,80,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40027346
SULTANBEYLİ MİMAR SİNAN MAH.4+1 EBEVEYN BANYOLU TERASLI DAİRE,Portföy No: P56220554,02-13-2025,İstanbul Anadolu / Sultanbeyli/ Mimar Sinan Mah.,6.750.000 ₺,130,97,6,4+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56220554
"ÜNALAN SİTE 59'DA, 3+1, MASRAFSIZ, ARA KAT, 100M2 NET BOŞ DAİRE",Portföy No: P30716170,02-13-2025,İstanbul Anadolu / Üsküdar/ Ünalan Mah.,5.450.000 ₺,125,100,30+,3+1,3. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30716170
PENDIK SAPANBAĞLARI A.İ.O YANINDA GENIŞ 3+1 SATILIK,Portföy No: P48234652,02-13-2025,İstanbul Anadolu / Pendik/ Sapan Bağları Mah.,3.750.000 ₺,130,100,21-25,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48234652
3000A Sitesinde Bakımlı En Üst Kat Daire,Portföy No: P13846632,02-13-2025,İstanbul Anadolu / Ataşehir/ Yenişehir Mah.,24.200.000 ₺,200,170,21-25,4+1,9,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P13846632
N/A,N/A,02-13-2025,İstanbul Anadolu / Kadıköy / Caferağa Mah. /,N/A,1+0,N/A,N/A,1+0,Tüm Katlar,N/A,N/A,https://www.remax.com.tr/portfoy/P36508025
