Advertisement,Advertisement No,Advertisement Date,City,District,Neighborhood,Price (try),Gross Area (m2),Net Area (m2),Building Age,Room,Floor,Heating,Furnished,Advertisement Link
BAĞDAT CADDESİ SAHİLDE KORUPARK SOKAKTA SUADİYE'DE SATILIK 4+2 DUBLEX DENİZ MANZARALI,P26241860,2025-02-13,İstanbul,Kadıköy, Suadiye,55000000,480,350,10-15,4+2,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P26241860
ÇEKMEKÖY /ÇATALMEŞE MAH. DE SATILIK DUBLEX DAİRE. ANA CADDE ÜSTÜ,P26364743,2025-02-13,İstanbul,Çekmeköy, Çatalmeşe,5000000,200,180,2,4+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P26364743
PENDİK ŞEYHLİ SİTE İÇİNDE SATILIK DAİRE,P47360334,2025-02-13,İstanbul,Pendik, Şeyhli,4250000,160,140,16-20,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47360334
Burhaniye'de Satılık Daire Firma Bünyesinde Vade Seçenekleri,P42240538,2025-02-13,İstanbul,Üsküdar, Burhaniye,18755000,250,197,2,5+2,Çatı Katı,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P42240538
REMAX CEMAL UMAR MALTEPE CEVİZLİ SATILIK 4+1 DUBLEKS DAİRE,P87660065,2025-02-13,İstanbul,Maltepe, Cevizli,9700000,155,130,10-15,4+1,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P87660065
*Remax Öncü Ahmet Çimen*Site Mahallesi Satılık 1+1,P30785000,2025-02-13,İstanbul,Ümraniye, Site,2600000,70,60,16-20,1+1,1. Bodrum,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P30785000
SİNPAŞ AQUA CİTY 2.ETAP BLOKLARI HAVUZ ÖNÜ ÖZEL ÇATI DUBLEKSİ 4+2,P31718674,2025-02-13,İstanbul,Ümraniye, Parseller,16000000,320,270,16-20,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P31718674
BOSTANCI'DA PANORAMİK DENİZ MANZARALI 5+1 SATILIK DUBLEKS LOFT DAİRE,P24100232,2025-02-13,İstanbul,Kadıköy, Bostancı,27500000,210,165,1,5+1,14,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P24100232
ERDAL TURAN'DAN 4+1 TERASLI FERAH GENİŞ DAİRE,P22427014,2025-02-13,İstanbul,Ümraniye, Çakmak,6500000,150,130,16-20,4+1,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22427014
SOYAK BAMBU EVLERİ KOMPLE TADİLATLI SATILIK 3+1 DAİRE,P16785077,2025-02-13,İstanbul,Ümraniye, Site,8750000,126,110,16-20,3+1,En Üst Kat,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16785077
YAKACIK TWİNSTAR SATILIK BÜYÜK 3+1 DAİRE,P00162447,2025-02-13,İstanbul,Kartal, Hürriyet,7800000,170,140,10-15,3.5+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P00162447
PENDİK' TE SİTE İÇİNDE YENİ 3+1 DAİRE,P75130820,2025-02-13,İstanbul,Pendik, Çınardere,6750000,130,103,1,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P75130820
BOĞA HEYKELİNE 150M SIFIR BİNADA 4+2 DUBLEKS ÇİFT GİRİŞLİ,P08337682,2025-02-13,İstanbul,Kadıköy, Osmanağa,19600000,197,157,1,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08337682
Maltepe Cevizli Fatih Cadde 115 m2 Satılık 3+1 Fırsat Daire !!!,P14605740,2025-02-13,İstanbul,Maltepe, Cevizli,4950000,115,100,16-20,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14605740
ÇEKMEKÖY MİMAR SİNAN'DA OTOPARKLI SIFIR  5+2 DUBLEKS SATILIK DAİRE,P34634146,2025-02-13,İstanbul,Çekmeköy, Mimar Sinan,12500000,280,250,1,5+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P34634146
"SUADİYE BAĞDAT CAD. ÜZERİNDE, PRESTİJLİ BİNADA 280 M2, 4+1 DAİRE",P15526613,2025-02-13,İstanbul,Kadıköy, Suadiye,40250000,280,220,30+,4+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P15526613
"KOSUYOLUNUN İNCİSİ VALİDEBAĞ SİTESINDE   SATILIK 2.KAT 3,5+1 DAİRE",P56304860,2025-02-13,İstanbul,Üsküdar, Altunizade,26000000,155,140,1,3.5+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56304860
RE/MAX TAN PENDİK BAHÇELİEVLER MAHALLESİNDE 2+1 SIFIR DAİRE,P22152260,2025-02-13,İstanbul,Pendik, Bahçelievler,5600000,90,75,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22152260
"Moda Caddesine 100 M. Mesafede, Bakımlı-Balkonlu-Geniş M2'li Satılık Daire...",P40743843,2025-02-13,İstanbul,Kadıköy, Caferağa,14000000,195,150,30+,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40743843
Antrium Bahçe Katı 4+1,P41375466,2025-02-13,İstanbul,Ümraniye, Saray,20000000,190,168,16-20,4+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P41375466
REMAX Capella BARIŞ BİNAY’DAN BÜYÜKADA  Satılık  3+1 DAİRE,P44186765,2025-02-13,İstanbul,Adalar, Maden,11000000,695,110,30+,3+1,Giriş Katı,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P44186765
YENİDOĞAN SAFA MAHALLESİNDE 2+1 SATILIK GENİŞ DAİRE,P63341382,2025-02-13,İstanbul,Sancaktepe, Safa,2870000,95,80,4,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63341382
ÜSKÜDAR SULTANTEPE BOĞAZ MANZARALI DAİRE,P24743271,2025-02-13,İstanbul,Üsküdar, Sultantepe,16800000,160,140,30+,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P24743271
FENERBAHÇE EGEMEN SOK. 6 YILLIK BİNADA 2+1 EBEVEYNLİ SATILIK DAİRE,P64018657,2025-02-13,İstanbul,Kadıköy, Fenerbahçe,14000000,110,91,7,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P64018657
SUADİYE BAĞDAT SAHİL ARASI KATTA TEK SATILIK LÜX DAİRE,442178701305665,2025-02-13,İstanbul,Kadıköy, Suadiye,45000000,224,185,10-15,4+1,3,Merkezi,Hayır,https://www.remax.com.tr/portfoy/442178701305665
Remax Anı 'Dan Cadde Üzeri 'Nde Satılık 3+1 Çatı Dubleksi,P02076873,2025-02-13,İstanbul,Üsküdar, Güzeltepe,18750000,190,155,8,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P02076873
Maltepe küçükyalı’da merkezi konumda satılık 3+2 dubleks daire,P10308131,2025-02-13,İstanbul,Maltepe, Küçükyalı,12000000,130,115,8,3+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10308131
ÜSKÜDAR SELAMİALİ MAH. FISTIKAĞACI METROYA YAKIN SATILIK DUBLEKS,P35042023,2025-02-13,İstanbul,Üsküdar, Selami Ali,7800000,150,130,9,3+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P35042023
ATAŞEHİR İÇERENKÖY'DE KATTA TEK GENİŞ VE FERAH 3+1 SATILIK DAİRE,P71418500,2025-02-13,İstanbul,Ataşehir, İçerenköy,4250000,130,101,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71418500
SANCAKTEPE MERKEZDE 3+1 GENİŞ KULLANIŞLI DAİRENİZ SİZİ BEKLİYOR,P85423810,2025-02-13,İstanbul,Sancaktepe, Sarıgazi,3350000,110,98,21-25,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P85423810
ELİTE LİFE SİTESİ 3+1 138 M2 GÜNCEL SATILIK DAİRE,P10823054,2025-02-13,İstanbul,Ümraniye, Tatlısu,10500000,138,110,10-15,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10823054
ATAŞEHİR AĞAOĞLU MY TOWERLAND''DA SATILIK 3+1 C TİPİ DAİRE,P14184864,2025-02-13,İstanbul,Ataşehir, Atatürk,11500000,117,90,10-15,3+1,21,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14184864
KARTAL DÜNYA ŞEHİR 2+1 AÇIK MUTFAK SATILIK SİTE İÇİNDE,P10354035,2025-02-13,İstanbul,Kartal, Hürriyet,4250000,80,65,1,2+1,12,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P10354035
ANTRİUM RESIDENCE FERAH SATILIK DAİRE - HESNA YILMAZ,P51716528,2025-02-13,İstanbul,Ümraniye, Saray,14500000,200,140,16-20,3+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P51716528
ADNAN KAHVECİ CAD ÜZERİNDE SATILIK 2+1 SIFIR DAİRE,P57875576,2025-02-13,İstanbul,Kartal, Hürriyet,4800000,85,70,1,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P57875576
TUZLA GRAND LİFE SİTESİ SATILIK 3+1 172 M2 EBEVEYN BANYOLU DAİRE,P82447133,2025-02-13,İstanbul,Tuzla, Aydınlı,6750000,172,114,1,3+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P82447133
ÜSKÜDAR VALİDE-İ ATİK MAHALESİN'DE FIRSAT SATILIK 3+1 DAİRE,P87356447,2025-02-13,İstanbul,Üsküdar, Valide İ Atik,3700000,90,70,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87356447
Kartal Esentepe Satılık Kiracısız 3+1,P37541322,2025-02-13,İstanbul,Kartal, Esentepe,3400000,115,95,26-30,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P37541322
VALİDE-İ ATİK MAHALESİN'DE  YENİ BİNADA  FIRSAT SATILIK 3+1 DAİRE,P17861235,2025-02-13,İstanbul,Üsküdar, Valide İ Atik,4200000,85,73,5,3+1,1. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P17861235
SANCAKTEPE MECLİS MAH. 15M2 HİSSELİ 1+1 SATILIK DAİRE,P54642487,2025-02-13,İstanbul,Sancaktepe, Meclis,1400000,60,50,26-30,1+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P54642487
SANCAKTEPE MECLİS MAH. 25M2 HİSSELİ 2+1 SATILIK DAİRE,P30675852,2025-02-13,İstanbul,Sancaktepe, Meclis,1750000,70,60,26-30,2+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30675852
ALTINTEPEDE MARMARAYA YAKIN MERKEZİ KONUMDA 2+1 YENİ YAPIM DAİRE,P74813170,2025-02-13,İstanbul,Maltepe, Altıntepe,5499999,72,52,1,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74813170
AKROVA EVLERİNDE SATILIK 2+1 DAİRE,P67727873,2025-02-13,İstanbul,Üsküdar, Ünalan,6200000,75,65,3,2+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P67727873
KISA SÜRELİĞİNE FİYAT GEÇERLİDİR - DRAGOS LOVE SİTESİ 2+1 SATILIK DAİRE 80M2 NET-KREDİYE UYGUN,P16083776,2025-02-13,İstanbul,Maltepe, Cevizli,7177000,120,80,8,2+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P16083776
Mina Towers Residence sifir FIRSAT 2+1 harika modern daireler,P64385887,2025-02-13,İstanbul,Kadıköy, Fikirtepe,9777777,135,90,1,3+1,9,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P64385887
ÜMRANİYE ESENEVLER 4+1 DUBLEKS SATILIK DAİRE,P42465184,2025-02-13,İstanbul,Ümraniye, Esenevler,4750000,130,111,16-20,4+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P42465184
"ÜMRANIYE,TANTAVİ MH. SATILIK 2+1 BOŞ",P78033434,2025-02-13,İstanbul,Ümraniye, Tantavi,9300000,100,80,2,2+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P78033434
PENDİK BATI MAH (3+1) GENİŞ MASRAFSIZ SATILIK DAİRE,P06760865,2025-02-13,İstanbul,Pendik, Batı,3150000,142,109,30+,3+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P06760865
ÜMRANİYE TANTAVİ MAH.DE SATILIK 3+1,P87340047,2025-02-13,İstanbul,Ümraniye, Tantavi,10400000,120,100,2,3+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87340047
TUZLA İSTASYON SATILIK 3+1 DAIRE,P04437352,2025-02-13,İstanbul,Tuzla, İstasyon,6750000,125,115,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04437352
Ataşehir İçerenköyde Site İçi Satılık Daire,P36530278,2025-02-13,İstanbul,Ataşehir, İçerenköy,9200000,130,120,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P36530278
ATAŞEHİR UPHILL COURT C ADA 3+1 SATILIK,4114i5611248120,2025-02-13,İstanbul,Ataşehir, Barbaros,16450000,154,112,16-20,3+1,15,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/4114i5611248120
FINDIKLI MH'DE M² ARAYANLARA ARAKATTA 4+1 150M² SATILIK DAİRE,P03785818,2025-02-13,İstanbul,Maltepe, Fındıklı,6750000,150,135,10-15,4+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P03785818
MALTEPE’DE SATILIK 2+1 DAİRE,P84327246,2025-02-13,İstanbul,Maltepe, Altıntepe,5750000,95,75,6,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84327246
REMAX IDEA'DAN S.CEDİD 2+1 117 NET DUBLEX LOFT DAİRE,P55532823,2025-02-13,İstanbul,Kadıköy, Sahrayıcedit,13100000,140,117,4,2+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P55532823
CEVİZLİ DE SIFIR BİNADA SATILIK 2+1 LÜKS DAİRE,P84183675,2025-02-13,İstanbul,Kartal, Cevizli,4700000,85,65,0,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84183675
ÇEKMEKÖY KİRAZLIDERE MAH SATILIK DUBLEX DAİRE,P05618710,2025-02-13,İstanbul,Çekmeköy, Kirazlıdere,6750000,180,145,10-15,4+2,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05618710
AHENK ALTUNİZADE - GÜVENLİKLİ SİTEDE ARA KAT 3+1 SIFIR DAİRE,P04125783,2025-02-13,İstanbul,Üsküdar, Barbaros,16500000,132,106,1,3+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P04125783
ATAŞEHİR İÇERENKÖY METROYA YAKIN  SATILIK 3+1 DAİRE,P12106185,2025-02-13,İstanbul,Ataşehir, İçerenköy,5550000,110,90,30+,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P12106185
SUADİYE SAHİL'DE YENİ BİNADA GENİŞ M2'Lİ  2+1  SATILIK DAİRE,P05101844,2025-02-13,İstanbul,Kadıköy, Suadiye,15390000,100,85,7,2+1,Giriş Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P05101844
BLUE PLANETTE PEYZAJ GÖL MANZARALI YÜKSEK KAT DAİRE,P43375037,2025-02-13,İstanbul,Pendik, Yenişehir,4200000,58,50,9,1+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P43375037
KARTAL MERKEZ İskanlı BOŞ Balkonlu 3 Banyolu Satılık 3+2,P18663553,2025-02-13,İstanbul,Kartal, Yukarı,6900000,140,130,10-15,3+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P18663553
KISIKLI'DA YENİ BİNADA 2+1 BALKONLU KAPALI OTOPARKLI SATILIK DAİRE,P40027346,2025-02-13,İstanbul,Üsküdar, Kısıklı,7250000,100,80,1,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40027346
SULTANBEYLİ MİMAR SİNAN MAH.4+1 EBEVEYN BANYOLU TERASLI DAİRE,P56220554,2025-02-13,İstanbul,Sultanbeyli, Mimar Sinan,6750000,130,97,6,4+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56220554
"ÜNALAN SİTE 59'DA, 3+1, MASRAFSIZ, ARA KAT, 100M2 NET BOŞ DAİRE",P30716170,2025-02-13,İstanbul,Üsküdar, Ünalan,5450000,125,100,30+,3+1,3. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30716170
PENDIK SAPANBAĞLARI A.İ.O YANINDA GENIŞ 3+1 SATILIK,P48234652,2025-02-13,İstanbul,Pendik, Sapan Bağları,3750000,130,100,21-25,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48234652
3000A Sitesinde Bakımlı En Üst Kat Daire,P13846632,2025-02-13,İstanbul,Ataşehir, Yenişehir,24200000,200,170,21-25,4+1,9,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P13846632
FIKIRTEPE MINA TOWERS REZIDANSTA SATILIK DENIZ MANZARALI REZIDANS DAIRELERI,P35257871,2025-02-13,İstanbul,Kadıköy, Fikirtepe,18475000,212,142,0,3+1,16,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P35257871
DUMANKAYA YENİŞEHİR MUHTEŞEM TERASLI SATILIK 4+1 DUBLEX DAİRE,P33160734,2025-02-13,İstanbul,Pendik, Yayalar,7650000,191,180,16-20,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33160734
ATAŞEHİR OTTO ATAŞEHİR SİTESİNDE EŞYALI SATILIK KİRACILI DAİRE,P60045682,2025-02-13,İstanbul,Ataşehir, Barbaros,9000000,99,60,1,1+1,12,Merkezi,Evet,https://www.remax.com.tr/portfoy/P60045682
ÜMRANİYE ŞERİFALİ VURAL SİTESİ 3+1 SATILIK BOŞ FIRSAT DAİRE,P05477311,2025-02-13,İstanbul,Ümraniye, Tatlısu,4000000,105,100,30+,3+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05477311
KARTAL YALI MAH SATILIK 2+1 KAPALI OTOPARKLI FIRSAT DAİRE,P61222053,2025-02-13,İstanbul,Kartal, Yalı,4500000,86,70,1,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P61222053
ZÜMRÜTEVLER'DE DENİZ MANZARALI 5+2 DUBLEKS DAİRE,P87413003,2025-02-13,İstanbul,Maltepe, Zümrütevler,8900000,250,170,5,5+2,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87413003
Göztepe'nin incisi 30m2 teras muhteşem kapanmaz adalar manzara,P44343380,2025-02-13,İstanbul,Kadıköy, Göztepe,31500000,250,210,5,6+1,14,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P44343380
Emaar avm karşısında Tahralı sitesinde satılık köşe konum aydınlık   3+1,P60255802,2025-02-13,İstanbul,Ataşehir, Fetih,7950000,145,120,26-30,3+1,9,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P60255802
Ashiil den Fıstıkağacı Ana Cadde Üzeri Dubleks,P10175061,2025-02-13,İstanbul,Üsküdar, Sultantepe,14600000,160,132,1,3+2,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10175061
ÇEKMEKÖY CUMHURİYET MH. NEVA KONUTLARI SIFIR 2+1 105M2 SATILIK,P83755124,2025-02-13,İstanbul,Çekmeköy, Cumhuriyet,5750000,105,80,0,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83755124
BIR DAIRE FIYATINA IKI DAIRE FATIH MH. SATILIK 3+1 ÜST DUBLKES,P50886062,2025-02-13,İstanbul,Sancaktepe, Fatih,4500000,135,120,10-15,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50886062
ALTINTEPE EVLERİ 7/24 GÜVENLİKLİ SİTE ARAKAT 137 M2 ÖN CEPHE 3+1,P34422111,2025-02-13,İstanbul,Maltepe, Altıntepe,13000000,137,112,6,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P34422111
ALTINTEPE EVLERİ 7/24 GÜVENLİKLİ SİTE LÜKS 110 M2 2+1,P34258802,2025-02-13,İstanbul,Maltepe, Altıntepe,8700000,110,95,6,2+1,Giriş Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P34258802
SANCAKTEPE EYÜP SULTAN MAHALLESİ 3+1 TERS DUBLEX SATILIK DAİRE,P04465337,2025-02-13,İstanbul,Sancaktepe, Eyüp Sultan,3350000,110,100,10-15,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P04465337
REMAX WE - NİSH ADALAR'DA MANZARALI İLK ETAP 2+1A TİPİ SATILIK,P80153664,2025-02-13,İstanbul,Maltepe, Zümrütevler,8750000,123,93,10-15,2+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P80153664
KAPANMAZ DENİZ MANZARALI LÜKS DUBLEKS DAİRE,P21514831,2025-02-13,İstanbul,Pendik, Batı,16500000,143,197,1,4+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P21514831
BAĞDAT CADDESİ CEPHELİ BİNADA DENİZ MANZARALI SATILIK DUBLEKS,P23207766,2025-02-13,İstanbul,Kadıköy, Fenerbahçe,32000000,243,196,1,,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P23207766
KARTAL YAKACIK CADDESİ'NDE DENİZ MANZARALI (3+1) FIRSAT DAİRE,P07073870,2025-02-13,İstanbul,Kartal, Çavuşoğlu,5650000,150,120,30+,3+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07073870
ATAŞEHIR DUMANKAYA IKON YÜKSEK KAT SATILIK 2+1 BOŞ DAIRE,P72204237,2025-02-13,İstanbul,Ataşehir, Örnek,5750000,78,55,10-15,2+1,33,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P72204237
CADDEBOSTAN PLAJYOLU SEGMENT SİTESİNDE LUX SATILIK,P27387264,2025-02-13,İstanbul,Kadıköy, Caddebostan,27500000,125,102,4,3+1,11,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27387264
SANCAKTEPE YUNUS EMRE MAHALLESİ ARAKAT 2+1 DAİRE,P83343504,2025-02-13,İstanbul,Sancaktepe, Yunus Emre,3400000,90,70,7,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83343504
PROJEDEN 1+1 DAIRE,P08755020,2025-02-13,İstanbul,Kadıköy, Göztepe,8000000,60,43,0,1+1,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P08755020
REMAX ABC AĞAOĞLU MY COUNTRY SATILIK ÇATI DUBLEKS,P15153406,2025-02-13,İstanbul,Çekmeköy, Hamidiye,24500000,200,170,16-20,3+1,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P15153406
AsHill'den Ümraniye Çarşıda Hatboyu Cd. 4+1 Üst Dublex Satılık,P23225242,2025-02-13,İstanbul,Ümraniye, Namık Kemal,7500000,160,130,1,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P23225242
AYTEN KURTULAN 'DAN ÜSKÜDAR SAHİLDE BOĞAZ MANZARALI DUBLEKS DAİRE,P21628153,2025-02-13,İstanbul,Üsküdar, Sultantepe,39200000,275,220,10-15,5+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P21628153
GÖLET SOSYAL TESİSLERE YÜRÜME MESAFESİNDE SIFIR 2+2 MANZARALI DUBLEX DAİRE,P35805641,2025-02-13,İstanbul,Sultanbeyli, Yavuz Selim,3975000,130,120,1,,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P35805641
PROJEDEN 1+1 DAIRE,P52610634,2025-02-13,İstanbul,Kadıköy, Göztepe,8300000,56,43,0,1+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P52610634
GÜZELTEPE MAH.ZERRE SOKAK MSİKAL KONUTLARI 4+2 BAHÇE DUBLEKS,P46803874,2025-02-13,İstanbul,Üsküdar, Güzeltepe,16500000,309,140,1,4+2,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P46803874
ARMAĞAN EVLER MAH.SEDA RESIDANCE 2+1 ARA KAT 90M2 SATILIK DAIRE,P75231085,2025-02-13,İstanbul,Ümraniye, Armağanevler,5400000,90,75,10-15,2+1,11,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P75231085
MALTEPE FEYZULLAHTA SATILIK 2+1 DAIRE,P17773824,2025-02-13,İstanbul,Maltepe, Feyzullah,5400000,100,80,30+,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P17773824
GİRNE MH.YENİ BİNA110 M2 BAHÇE KULLANIMLI KEYİFLİ ARAKAT DUBLEKS,P73848888,2025-02-13,İstanbul,Maltepe, Girne,4750000,110,95,30+,2+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P73848888
CAFERAĞA'DA İÇİ TAMAMEN YENİLENMİŞ EŞYALI SATILIK 2+1 DAİRE,P52720462,2025-02-13,İstanbul,Kadıköy, Caferağa,5800000,85,70,30+,2+1,1,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P52720462
REMAX WE - TABLO ADALARDA SATILIK DUBLEKS 4+1 SIFIR DAİRE BOŞ,P76084254,2025-02-13,İstanbul,Maltepe, Zümrütevler,17500000,234,153,1,4+1,11,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P76084254
SANCAKTEPE SAMANDIRADA SATILIK 4+1 LÜKS DAIRE,P00866154,2025-02-13,İstanbul,Sancaktepe, Eyüp Sultan,5550000,160,145,7,4+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P00866154
ALTINTEPE EVLERİ 7/24 GÜVENLİKLİ SİTEDE DENİZ MANZARALI DUBLEKS,P46651076,2025-02-13,İstanbul,Maltepe, Altıntepe,17000000,172,152,6,3+2,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P46651076
KANLICA HEKİMLER SİTESİNDE MUHTEŞEM BOĞAZ MANZARALI DUBLEX DAİRE,P11628375,2025-02-13,İstanbul,Beykoz, Kanlıca,36500000,175,155,30+,4+2,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11628375
PENDİK YENİŞEHİR KARYA EVLERİ SİTESİ SATILIK 3+1 DAİRE,P64878258,2025-02-13,İstanbul,Pendik, Yenişehir,4750000,145,120,26-30,3+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P64878258
